ProductCLass	Product	Description	ProductCurrency	NegotiationLot	PriceLot	ISIN	Dt_Issue	Dt_Expiry	Index Rate	PctRate	Dt_CashMaturity	Liquidity	Rating	Dt_Com	Dt_CashFlow	Cash Flow Currency	Fixed Coupon	Coupon Time Basis	Coupon Rate Basis	Coupon Rate Frequency	Dt_StartCoupon	Dt_EndCoupon	Float Index	Is Fixing Period	Dt_Fixing	Dt_StartFloat	Dt_EndFloat	Principal Indexed Index	Dt_StartIndex	Dt_EndIndex	Principal Amortization Pct	Forward	PU Effective Payment	LinkedProduct	Base Price	Price Fixing Date	Float Fixing Date	Float Start	Float End Date	Float Spread	Float Rate Basis	Float Time Basis	Dt_StartAccrual	Dt_FirstPayment	Annual Payment Frequency
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						02/14/2048	02/19/2048	BRL	6	Days360	Exponential	1	08/15/2047	02/15/2048						IPCA PRT	07/17/2000	02/19/2048															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						08/14/2047	08/15/2047	BRL	6	Days360	Exponential	1	02/15/2047	08/15/2047						IPCA PRT	07/17/2000	08/15/2047															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						02/14/2047	02/15/2047	BRL	6	Days360	Exponential	1	08/15/2046	02/15/2047						IPCA PRT	07/17/2000	02/15/2047															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						08/14/2046	08/15/2046	BRL	6	Days360	Exponential	1	02/15/2046	08/15/2046						IPCA PRT	07/17/2000	08/15/2046															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						02/14/2046	02/15/2046	BRL	6	Days360	Exponential	1	08/15/2045	02/15/2046						IPCA PRT	07/17/2000	02/15/2046															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						08/14/2045	08/15/2045	BRL	6	Days360	Exponential	1	02/15/2045	08/15/2045						IPCA PRT	07/17/2000	08/15/2045															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						02/14/2045	02/15/2045	BRL	6	Days360	Exponential	1	08/15/2044	02/15/2045						IPCA PRT	07/17/2000	02/15/2045															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						08/12/2044	08/15/2044	BRL	6	Days360	Exponential	1	02/15/2044	08/15/2044						IPCA PRT	07/17/2000	08/15/2044															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						02/12/2044	02/15/2044	BRL	6	Days360	Exponential	1	08/15/2043	02/15/2044						IPCA PRT	07/17/2000	02/15/2044															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						08/14/2043	08/17/2043	BRL	6	Days360	Exponential	1	02/15/2043	08/15/2043						IPCA PRT	07/17/2000	08/17/2043															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						02/13/2043	02/16/2043	BRL	6	Days360	Exponential	1	08/15/2042	02/15/2043						IPCA PRT	07/17/2000	02/16/2043															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						08/14/2042	08/15/2042	BRL	6	Days360	Exponential	1	02/15/2042	08/15/2042						IPCA PRT	07/17/2000	08/15/2042															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						02/14/2042	02/19/2042	BRL	6	Days360	Exponential	1	08/15/2041	02/15/2042						IPCA PRT	07/17/2000	02/19/2042															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						08/14/2041	08/15/2041	BRL	6	Days360	Exponential	1	02/15/2041	08/15/2041						IPCA PRT	07/17/2000	08/15/2041															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						02/14/2041	02/15/2041	BRL	6	Days360	Exponential	1	08/15/2040	02/15/2041						IPCA PRT	07/17/2000	02/15/2041															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						08/14/2040	08/15/2040	BRL	6	Days360	Exponential	1	02/15/2040	08/15/2040						IPCA PRT	07/17/2000	08/15/2040															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						02/10/2040	02/15/2040	BRL	6	Days360	Exponential	1	08/15/2039	02/15/2040						IPCA PRT	07/17/2000	02/15/2040															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						08/12/2039	08/15/2039	BRL	6	Days360	Exponential	1	02/15/2039	08/15/2039						IPCA PRT	07/17/2000	08/15/2039															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						02/14/2039	02/15/2039	BRL	6	Days360	Exponential	1	08/15/2038	02/15/2039						IPCA PRT	07/17/2000	02/15/2039															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						08/13/2038	08/16/2038	BRL	6	Days360	Exponential	1	02/15/2038	08/15/2038						IPCA PRT	07/17/2000	08/16/2038															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						02/12/2038	02/15/2038	BRL	6	Days360	Exponential	1	08/15/2037	02/15/2038						IPCA PRT	07/17/2000	02/15/2038															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						08/14/2037	08/17/2037	BRL	6	Days360	Exponential	1	02/15/2037	08/15/2037						IPCA PRT	07/17/2000	08/17/2037															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						02/13/2037	02/18/2037	BRL	6	Days360	Exponential	1	08/15/2036	02/15/2037						IPCA PRT	07/17/2000	02/18/2037															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						08/14/2036	08/15/2036	BRL	6	Days360	Exponential	1	02/15/2036	08/15/2036						IPCA PRT	07/17/2000	08/15/2036															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						02/14/2036	02/15/2036	BRL	6	Days360	Exponential	1	08/15/2035	02/15/2036						IPCA PRT	07/17/2000	02/15/2036															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						08/14/2035	08/15/2035	BRL	6	Days360	Exponential	1	02/15/2035	08/15/2035						IPCA PRT	07/17/2000	08/15/2035															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						02/14/2035	02/15/2035	BRL	6	Days360	Exponential	1	08/15/2034	02/15/2035						IPCA PRT	07/17/2000	02/15/2035															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						08/14/2034	08/15/2034	BRL	6	Days360	Exponential	1	02/15/2034	08/15/2034						IPCA PRT	07/17/2000	08/15/2034															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						02/14/2034	02/15/2034	BRL	6	Days360	Exponential	1	08/15/2033	02/15/2034						IPCA PRT	07/17/2000	02/15/2034															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						08/12/2033	08/15/2033	BRL	6	Days360	Exponential	1	02/15/2033	08/15/2033						IPCA PRT	07/17/2000	08/15/2033															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						02/14/2033	02/15/2033	BRL	6	Days360	Exponential	1	08/15/2032	02/15/2033						IPCA PRT	07/17/2000	02/15/2033															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						08/13/2032	08/16/2032	BRL	6	Days360	Exponential	1	02/15/2032	08/15/2032						IPCA PRT	07/17/2000	08/16/2032															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						02/13/2032	02/16/2032	BRL	6	Days360	Exponential	1	08/15/2031	02/15/2032						IPCA PRT	07/17/2000	02/16/2032															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						08/14/2031	08/15/2031	BRL	6	Days360	Exponential	1	02/15/2031	08/15/2031						IPCA PRT	07/17/2000	08/15/2031															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						02/14/2031	02/17/2031	BRL	6	Days360	Exponential	1	08/15/2030	02/15/2031						IPCA PRT	07/17/2000	02/17/2031															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						08/14/2030	08/15/2030	BRL	6	Days360	Exponential	1	02/15/2030	08/15/2030						IPCA PRT	07/17/2000	08/15/2030															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						02/14/2030	02/15/2030	BRL	6	Days360	Exponential	1	08/15/2029	02/15/2030						IPCA PRT	07/17/2000	02/15/2030															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						08/14/2029	08/15/2029	BRL	6	Days360	Exponential	1	02/15/2029	08/15/2029						IPCA PRT	07/17/2000	08/15/2029															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						02/14/2029	02/15/2029	BRL	6	Days360	Exponential	1	08/15/2028	02/15/2029						IPCA PRT	07/17/2000	02/15/2029															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						08/14/2028	08/15/2028	BRL	6	Days360	Exponential	1	02/15/2028	08/15/2028						IPCA PRT	07/17/2000	08/15/2028															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						02/14/2028	02/15/2028	BRL	6	Days360	Exponential	1	08/15/2027	02/15/2028						IPCA PRT	07/17/2000	02/15/2028															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						08/13/2027	08/16/2027	BRL	6	Days360	Exponential	1	02/15/2027	08/15/2027						IPCA PRT	07/17/2000	08/16/2027															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						02/12/2027	02/15/2027	BRL	6	Days360	Exponential	1	08/15/2026	02/15/2027						IPCA PRT	07/17/2000	02/15/2027															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						08/14/2026	08/17/2026	BRL	6	Days360	Exponential	1	02/15/2026	08/15/2026						IPCA PRT	07/17/2000	08/17/2026															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						02/13/2026	02/18/2026	BRL	6	Days360	Exponential	1	08/15/2025	02/15/2026						IPCA PRT	07/17/2000	02/18/2026															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						08/14/2025	08/15/2025	BRL	6	Days360	Exponential	1	02/15/2025	08/15/2025						IPCA PRT	07/17/2000	08/15/2025															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						02/14/2025	02/17/2025	BRL	6	Days360	Exponential	1	08/15/2024	02/15/2025						IPCA PRT	07/17/2000	02/17/2025															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						08/14/2024	08/15/2024	BRL	6	Days360	Exponential	1	02/15/2024	08/15/2024						IPCA PRT	07/17/2000	08/15/2024															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						02/14/2024	02/15/2024	BRL	6	Days360	Exponential	1	08/15/2023	02/15/2024						IPCA PRT	07/17/2000	02/15/2024															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						08/14/2023	08/15/2023	BRL	6	Days360	Exponential	1	02/15/2023	08/15/2023						IPCA PRT	07/17/2000	08/15/2023															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						02/14/2023	02/15/2023	BRL	6	Days360	Exponential	1	08/15/2022	02/15/2023						IPCA PRT	07/17/2000	02/15/2023															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						08/12/2022	08/15/2022	BRL	6	Days360	Exponential	1	02/15/2022	08/15/2022						IPCA PRT	07/17/2000	08/15/2022															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						02/14/2022	02/15/2022	BRL	6	Days360	Exponential	1	08/15/2021	02/15/2022						IPCA PRT	07/17/2000	02/15/2022															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						08/13/2021	08/16/2021	BRL	6	Days360	Exponential	1	02/15/2021	08/15/2021						IPCA PRT	07/17/2000	08/16/2021															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						02/12/2021	02/17/2021	BRL	6	Days360	Exponential	1	08/15/2020	02/15/2021						IPCA PRT	07/17/2000	02/17/2021															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						08/14/2020	08/17/2020	BRL	6	Days360	Exponential	1	02/15/2020	08/15/2020						IPCA PRT	07/17/2000	08/17/2020															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						02/14/2020	02/17/2020	BRL	6	Days360	Exponential	1	08/15/2019	02/15/2020						IPCA PRT	07/17/2000	02/17/2020															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						08/14/2019	08/15/2019	BRL	6	Days360	Exponential	1	02/15/2019	08/15/2019						IPCA PRT	07/17/2000	08/15/2019															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						02/14/2019	02/15/2019	BRL	6	Days360	Exponential	1	08/15/2018	02/15/2019						IPCA PRT	07/17/2000	02/15/2019															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						08/14/2018	08/15/2018	BRL	6	Days360	Exponential	1	02/15/2018	08/15/2018						IPCA PRT	07/17/2000	08/15/2018															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						02/14/2018	02/15/2018	BRL	6	Days360	Exponential	1	08/15/2017	02/15/2018						IPCA PRT	07/17/2000	02/15/2018															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						08/14/2017	08/15/2017	BRL	6	Days360	Exponential	1	02/15/2017	08/15/2017						IPCA PRT	07/17/2000	08/15/2017															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						02/14/2017	02/15/2017	BRL	6	Days360	Exponential	1	08/15/2016	02/15/2017						IPCA PRT	07/17/2000	02/15/2017															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						08/12/2016	08/15/2016	BRL	6	Days360	Exponential	1	02/15/2016	08/15/2016						IPCA PRT	07/17/2000	08/15/2016															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						02/12/2016	02/15/2016	BRL	6	Days360	Exponential	1	08/15/2015	02/15/2016						IPCA PRT	07/17/2000	02/15/2016															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						08/14/2015	08/17/2015	BRL	6	Days360	Exponential	1	02/15/2015	08/15/2015						IPCA PRT	07/17/2000	08/17/2015															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						02/13/2015	02/18/2015	BRL	6	Days360	Exponential	1	08/15/2014	02/15/2015						IPCA PRT	07/17/2000	02/18/2015															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						08/14/2014	08/15/2014	BRL	6	Days360	Exponential	1	02/15/2014	08/15/2014						IPCA PRT	07/17/2000	08/15/2014															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						02/14/2014	02/17/2014	BRL	6	Days360	Exponential	1	08/15/2013	02/15/2014						IPCA PRT	07/17/2000	02/17/2014															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						08/14/2013	08/15/2013	BRL	6	Days360	Exponential	1	02/15/2013	08/15/2013						IPCA PRT	07/17/2000	08/15/2013															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						02/14/2013	02/15/2013	BRL	6	Days360	Exponential	1	08/15/2012	02/15/2013						IPCA PRT	07/17/2000	02/15/2013															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						08/14/2012	08/15/2012	BRL	6	Days360	Exponential	1	02/15/2012	08/15/2012						IPCA PRT	07/17/2000	08/15/2012															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						02/14/2012	02/15/2012	BRL	6	Days360	Exponential	1	08/15/2011	02/15/2012						IPCA PRT	07/17/2000	02/15/2012															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						08/12/2011	08/15/2011	BRL	6	Days360	Exponential	1	02/15/2011	08/15/2011						IPCA PRT	07/17/2000	08/15/2011															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						02/14/2011	02/15/2011	BRL	6	Days360	Exponential	1	08/15/2010	02/15/2011						IPCA PRT	07/17/2000	02/15/2011															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						08/13/2010	08/16/2010	BRL	6	Days360	Exponential	1	02/15/2010	08/15/2010						IPCA PRT	07/17/2000	08/16/2010															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						02/12/2010	02/17/2010	BRL	6	Days360	Exponential	1	08/15/2009	02/15/2010						IPCA PRT	07/17/2000	02/17/2010															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						08/14/2009	08/17/2009	BRL	6	Days360	Exponential	1	02/15/2009	08/15/2009						IPCA PRT	07/17/2000	08/17/2009															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						02/13/2009	02/16/2009	BRL	6	Days360	Exponential	1	08/15/2008	02/15/2009						IPCA PRT	07/17/2000	02/16/2009															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						08/14/2008	08/15/2008	BRL	6	Days360	Exponential	1	02/15/2008	08/15/2008						IPCA PRT	07/17/2000	08/15/2008															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						02/14/2008	02/15/2008	BRL	6	Days360	Exponential	1	08/15/2007	02/15/2008						IPCA PRT	07/17/2000	02/15/2008															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						08/14/2007	08/15/2007	BRL	6	Days360	Exponential	1	02/15/2007	08/15/2007						IPCA PRT	07/17/2000	08/15/2007															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						02/14/2007	02/15/2007	BRL	6	Days360	Exponential	1	08/15/2006	02/15/2007						IPCA PRT	07/17/2000	02/15/2007															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						08/14/2006	08/15/2006	BRL	6	Days360	Exponential	1	02/15/2006	08/15/2006						IPCA PRT	07/17/2000	08/15/2006															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						02/14/2006	02/15/2006	BRL	6	Days360	Exponential	1	08/15/2005	02/15/2006						IPCA PRT	07/17/2000	02/15/2006															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						08/12/2005	08/15/2005	BRL	6	Days360	Exponential	1	02/15/2005	08/15/2005						IPCA PRT	07/17/2000	08/15/2005															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						02/14/2005	02/15/2005	BRL	6	Days360	Exponential	1	08/15/2004	02/15/2005						IPCA PRT	07/17/2000	02/15/2005															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						08/13/2004	08/16/2004	BRL	6	Days360	Exponential	1	02/15/2004	08/15/2004						IPCA PRT	07/17/2000	08/16/2004															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						02/13/2004	02/16/2004	BRL	6	Days360	Exponential	1	08/15/2003	02/15/2004						IPCA PRT	07/17/2000	02/16/2004															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						08/14/2003	08/15/2003	BRL	6	Days360	Exponential	1	02/15/2003	08/15/2003						IPCA PRT	07/17/2000	08/15/2003															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						02/14/2003	02/17/2003	BRL	6	Days360	Exponential	1	08/15/2002	02/15/2003						IPCA PRT	07/17/2000	02/17/2003															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						08/14/2002	08/15/2002	BRL	6	Days360	Exponential	1	02/15/2002	08/15/2002						IPCA PRT	07/17/2000	08/15/2002															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						02/14/2002	02/15/2002	BRL	6	Days360	Exponential	1	08/15/2001	02/15/2002						IPCA PRT	07/17/2000	02/15/2002															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						08/14/2001	08/15/2001	BRL	6	Days360	Exponential	1	02/15/2001	08/15/2001						IPCA PRT	07/17/2000	08/15/2001															
NTN-B	NTNB 15/08/2050	NTN-B Maturity in 15AUG2050	BRL	1000	1000	BRSTNCNTB3D4		08/15/2050						02/14/2001	02/15/2001	BRL	6	Days360	Exponential	1	08/15/2000	02/15/2001						IPCA PRT	07/17/2000	02/15/2001															
NTN-F	NTNF 01/01/2029	NTNF 01/01/2029	BRL	1000	1000	BRSTNCNTF1Q6		01/02/2029						12/29/2028	01/02/2029	BRL	10	Days360	Exponential	1	07/01/2028	01/01/2029									100														
NTN-F	NTNF 01/01/2029	NTNF 01/01/2029	BRL	1000	1000	BRSTNCNTF1Q6		01/02/2029						06/30/2028	07/03/2028	BRL	10	Days360	Exponential	1	01/01/2028	07/01/2028																							
NTN-F	NTNF 01/01/2029	NTNF 01/01/2029	BRL	1000	1000	BRSTNCNTF1Q6		01/02/2029						12/31/2027	01/03/2028	BRL	10	Days360	Exponential	1	07/01/2027	01/01/2028																							
NTN-F	NTNF 01/01/2029	NTNF 01/01/2029	BRL	1000	1000	BRSTNCNTF1Q6		01/02/2029						06/30/2027	07/01/2027	BRL	10	Days360	Exponential	1	01/01/2027	07/01/2027																							
NTN-F	NTNF 01/01/2029	NTNF 01/01/2029	BRL	1000	1000	BRSTNCNTF1Q6		01/02/2029						12/31/2026	01/04/2027	BRL	10	Days360	Exponential	1	07/01/2026	01/01/2027																							
NTN-F	NTNF 01/01/2029	NTNF 01/01/2029	BRL	1000	1000	BRSTNCNTF1Q6		01/02/2029						06/30/2026	07/01/2026	BRL	10	Days360	Exponential	1	01/01/2026	07/01/2026																							
NTN-F	NTNF 01/01/2029	NTNF 01/01/2029	BRL	1000	1000	BRSTNCNTF1Q6		01/02/2029						12/31/2025	01/02/2026	BRL	10	Days360	Exponential	1	07/01/2025	01/01/2026																							
NTN-F	NTNF 01/01/2029	NTNF 01/01/2029	BRL	1000	1000	BRSTNCNTF1Q6		01/02/2029						06/30/2025	07/01/2025	BRL	10	Days360	Exponential	1	01/01/2025	07/01/2025																							
